	Gene name	Gene	Tissue	Cell type	Level	Reliability
5640	GLI1	ENSG00000111087	nasopharynx	respiratory epithelial cells	Low	Uncertain
5641	GLI1	ENSG00000111087	oral mucosa	squamous epithelial cells	Not detected	Uncertain
5642	GLI1	ENSG00000111087	ovary	follicle cells	Low	Uncertain
5643	GLI1	ENSG00000111087	ovary	ovarian stroma cells	Not detected	Uncertain
5644	GLI1	ENSG00000111087	pancreas	exocrine glandular cells	Low	Uncertain
5645	GLI1	ENSG00000111087	pancreas	pancreatic endocrine cells	Not detected	Uncertain
5646	GLI1	ENSG00000111087	parathyroid gland	glandular cells	Low	Uncertain
5647	GLI1	ENSG00000111087	placenta	trophoblastic cells	Low	Uncertain
5648	GLI1	ENSG00000111087	prostate	glandular cells	Not detected	Uncertain
5649	GLI1	ENSG00000111087	rectum	glandular cells	Low	Uncertain
5650	GLI1	ENSG00000111087	salivary gland	glandular cells	Not detected	Uncertain
5651	GLI1	ENSG00000111087	seminal vesicle	glandular cells	Low	Uncertain
5652	GLI1	ENSG00000111087	skeletal muscle	myocytes	Low	Uncertain
5653	GLI1	ENSG00000111087	skin 1	fibroblasts	Not detected	Uncertain
5654	GLI1	ENSG00000111087	skin 1	keratinocytes	Not detected	Uncertain
5655	GLI1	ENSG00000111087	skin 1	Langerhans	Not detected	Uncertain
5656	GLI1	ENSG00000111087	skin 1	melanocytes	Not detected	Uncertain
5657	GLI1	ENSG00000111087	skin 2	epidermal cells	Not detected	Uncertain
5658	GLI1	ENSG00000111087	small intestine	glandular cells	Low	Uncertain
5659	GLI1	ENSG00000111087	smooth muscle	smooth muscle cells	Low	Uncertain
5660	GLI1	ENSG00000111087	soft tissue 1	chondrocytes	Low	Uncertain
5661	GLI1	ENSG00000111087	soft tissue 2	fibroblasts	Low	Uncertain
5662	GLI1	ENSG00000111087	soft tissue 2	peripheral nerve	Low	Uncertain
5663	GLI1	ENSG00000111087	spleen	cells in red pulp	Not detected	Uncertain
5664	GLI1	ENSG00000111087	spleen	cells in white pulp	Not detected	Uncertain
5665	GLI1	ENSG00000111087	stomach 1	glandular cells	Low	Uncertain
5666	GLI1	ENSG00000111087	stomach 2	glandular cells	Low	Uncertain
5667	GLI1	ENSG00000111087	testis	cells in seminiferous ducts	Low	Uncertain
5668	GLI1	ENSG00000111087	testis	Leydig cells	Low	Uncertain
5669	GLI1	ENSG00000111087	thyroid gland	glandular cells	Low	Uncertain
5670	GLI1	ENSG00000111087	tonsil	germinal center cells	Not detected	Uncertain
5671	GLI1	ENSG00000111087	tonsil	non-germinal center cells	Low	Uncertain
5672	GLI1	ENSG00000111087	tonsil	squamous epithelial cells	Not detected	Uncertain
5673	GLI1	ENSG00000111087	urinary bladder	urothelial cells	Low	Uncertain
5674	GLI1	ENSG00000111087	vagina	squamous epithelial cells	Not detected	Uncertain
5675	TOP2A	ENSG00000131747	adipose tissue	adipocytes	Not detected	Enhanced
5676	TOP2A	ENSG00000131747	adrenal gland	glandular cells	Low	Enhanced
5677	TOP2A	ENSG00000131747	appendix	glandular cells	Medium	Enhanced
5678	TOP2A	ENSG00000131747	appendix	lymphoid tissue	Medium	Enhanced
5679	TOP2A	ENSG00000131747	bone marrow	hematopoietic cells	High	Enhanced
5680	TOP2A	ENSG00000131747	breast	adipocytes	Not detected	Enhanced
5681	TOP2A	ENSG00000131747	breast	glandular cells	Low	Enhanced
5682	TOP2A	ENSG00000131747	breast	myoepithelial cells	Not detected	Enhanced
5683	TOP2A	ENSG00000131747	bronchus	respiratory epithelial cells	Low	Enhanced
5684	TOP2A	ENSG00000131747	caudate	glial cells	Not detected	Enhanced
5685	TOP2A	ENSG00000131747	caudate	neuronal cells	Not detected	Enhanced
5686	TOP2A	ENSG00000131747	cerebellum	cells in granular layer	Not detected	Enhanced
5687	TOP2A	ENSG00000131747	cerebellum	cells in molecular layer	Not detected	Enhanced
5688	TOP2A	ENSG00000131747	cerebellum	Purkinje cells	Not detected	Enhanced
5689	TOP2A	ENSG00000131747	cerebral cortex	endothelial cells	Not detected	Enhanced
5690	TOP2A	ENSG00000131747	cerebral cortex	glial cells	Not detected	Enhanced
5691	TOP2A	ENSG00000131747	cerebral cortex	neuronal cells	Not detected	Enhanced
5692	TOP2A	ENSG00000131747	cerebral cortex	neuropil	Not detected	Enhanced
5693	TOP2A	ENSG00000131747	cervix, uterine	glandular cells	Medium	Enhanced
5694	TOP2A	ENSG00000131747	cervix, uterine	squamous epithelial cells	Medium	Enhanced
5695	TOP2A	ENSG00000131747	colon	endothelial cells	Not detected	Enhanced
5696	TOP2A	ENSG00000131747	colon	glandular cells	Medium	Enhanced
5697	TOP2A	ENSG00000131747	colon	peripheral nerve/ganglion	Not detected	Enhanced
5698	TOP2A	ENSG00000131747	duodenum	glandular cells	Medium	Enhanced
5699	TOP2A	ENSG00000131747	endometrium 1	cells in endometrial stroma	Low	Enhanced
5700	TOP2A	ENSG00000131747	endometrium 1	glandular cells	Medium	Enhanced
5701	TOP2A	ENSG00000131747	endometrium 2	cells in endometrial stroma	Medium	Enhanced
5702	TOP2A	ENSG00000131747	endometrium 2	glandular cells	Medium	Enhanced
5703	TOP2A	ENSG00000131747	epididymis	glandular cells	Not detected	Enhanced
5704	TOP2A	ENSG00000131747	esophagus	squamous epithelial cells	Medium	Enhanced
5705	TOP2A	ENSG00000131747	fallopian tube	glandular cells	Low	Enhanced
5706	TOP2A	ENSG00000131747	gallbladder	glandular cells	Low	Enhanced
5707	TOP2A	ENSG00000131747	heart muscle	cardiomyocytes	Not detected	Enhanced
5708	TOP2A	ENSG00000131747	hippocampus	glial cells	Not detected	Enhanced
5709	TOP2A	ENSG00000131747	hippocampus	neuronal cells	Not detected	Enhanced
5710	TOP2A	ENSG00000131747	kidney	cells in glomeruli	Not detected	Enhanced
5711	TOP2A	ENSG00000131747	kidney	cells in tubules	Not detected	Enhanced
5712	TOP2A	ENSG00000131747	liver	cholangiocytes	Not detected	Enhanced
5713	TOP2A	ENSG00000131747	liver	hepatocytes	Not detected	Enhanced
5714	TOP2A	ENSG00000131747	lung	alveolar cells	Low	Enhanced
5715	TOP2A	ENSG00000131747	lung	macrophages	Not detected	Enhanced
5716	TOP2A	ENSG00000131747	lymph node	germinal center cells	High	Enhanced
5717	TOP2A	ENSG00000131747	lymph node	non-germinal center cells	Medium	Enhanced
5718	TOP2A	ENSG00000131747	nasopharynx	respiratory epithelial cells	Low	Enhanced
5719	TOP2A	ENSG00000131747	oral mucosa	squamous epithelial cells	Medium	Enhanced
5720	TOP2A	ENSG00000131747	ovary	follicle cells	Not detected	Enhanced
5721	TOP2A	ENSG00000131747	ovary	ovarian stroma cells	Not detected	Enhanced
5722	TOP2A	ENSG00000131747	pancreas	exocrine glandular cells	Not detected	Enhanced
5723	TOP2A	ENSG00000131747	pancreas	pancreatic endocrine cells	Not detected	Enhanced
5724	TOP2A	ENSG00000131747	parathyroid gland	glandular cells	Low	Enhanced
5725	TOP2A	ENSG00000131747	placenta	cytotrophoblasts	High	Enhanced
5726	TOP2A	ENSG00000131747	placenta	decidual cells	Not detected	Enhanced
5727	TOP2A	ENSG00000131747	placenta	endothelial cells	Not detected	Enhanced
5728	TOP2A	ENSG00000131747	placenta	hofbauer cells	High	Enhanced
5729	TOP2A	ENSG00000131747	placenta	syncytiotrophoblasts - cell body	Not detected	Enhanced
5730	TOP2A	ENSG00000131747	placenta	syncytiotrophoblasts - microvilli	Not detected	Enhanced
5731	TOP2A	ENSG00000131747	prostate	glandular cells	Medium	Enhanced
5732	TOP2A	ENSG00000131747	rectum	glandular cells	Medium	Enhanced
5733	TOP2A	ENSG00000131747	salivary gland	glandular cells	Not detected	Enhanced
5734	TOP2A	ENSG00000131747	seminal vesicle	glandular cells	Low	Enhanced
5735	TOP2A	ENSG00000131747	skeletal muscle	myocytes	Not detected	Enhanced
5736	TOP2A	ENSG00000131747	skin 1	fibroblasts	Not detected	Enhanced
5737	TOP2A	ENSG00000131747	skin 1	keratinocytes	Medium	Enhanced
5738	TOP2A	ENSG00000131747	skin 1	Langerhans	Not detected	Enhanced
5739	TOP2A	ENSG00000131747	skin 1	melanocytes	Not detected	Enhanced
5740	TOP2A	ENSG00000131747	skin 2	epidermal cells	Medium	Enhanced
5741	TOP2A	ENSG00000131747	small intestine	glandular cells	Medium	Enhanced
5742	TOP2A	ENSG00000131747	smooth muscle	smooth muscle cells	Not detected	Enhanced
5743	TOP2A	ENSG00000131747	soft tissue 1	chondrocytes	Not detected	Enhanced
5744	TOP2A	ENSG00000131747	soft tissue 1	fibroblasts	Not detected	Enhanced
5745	TOP2A	ENSG00000131747	soft tissue 1	peripheral nerve	Not detected	Enhanced
5746	TOP2A	ENSG00000131747	soft tissue 2	fibroblasts	Not detected	Enhanced
5747	TOP2A	ENSG00000131747	soft tissue 2	peripheral nerve	Not detected	Enhanced
5748	TOP2A	ENSG00000131747	spleen	cells in red pulp	Medium	Enhanced
5749	TOP2A	ENSG00000131747	spleen	cells in white pulp	Medium	Enhanced
5750	TOP2A	ENSG00000131747	stomach 1	glandular cells	Medium	Enhanced
5751	TOP2A	ENSG00000131747	stomach 2	glandular cells	Medium	Enhanced
5752	TOP2A	ENSG00000131747	testis	elongated or late spermatids	Not detected	Enhanced
5753	TOP2A	ENSG00000131747	testis	Leydig cells	Not detected	Enhanced
5754	TOP2A	ENSG00000131747	testis	pachytene spermatocytes	High	Enhanced
5755	TOP2A	ENSG00000131747	testis	peritubular cells	Not detected	Enhanced
5756	TOP2A	ENSG00000131747	testis	preleptotene spermatocytes	Medium	Enhanced
5757	TOP2A	ENSG00000131747	testis	round or early spermatids	High	Enhanced
5758	TOP2A	ENSG00000131747	testis	sertoli cells	Not detected	Enhanced
5759	TOP2A	ENSG00000131747	testis	spermatogonia cells	Low	Enhanced
5760	TOP2A	ENSG00000131747	thyroid gland	glandular cells	Not detected	Enhanced
5761	TOP2A	ENSG00000131747	tonsil	germinal center cells	High	Enhanced
5762	TOP2A	ENSG00000131747	tonsil	non-germinal center cells	Medium	Enhanced
5763	TOP2A	ENSG00000131747	tonsil	squamous epithelial cells	Medium	Enhanced
5764	TOP2A	ENSG00000131747	urinary bladder	urothelial cells	Medium	Enhanced
5765	TOP2A	ENSG00000131747	vagina	squamous epithelial cells	Medium	Enhanced
5766	KNG1	ENSG00000113889	adipose tissue	adipocytes	Not detected	Enhanced
5767	KNG1	ENSG00000113889	adrenal gland	glandular cells	Not detected	Enhanced
5768	KNG1	ENSG00000113889	appendix	glandular cells	Not detected	Enhanced
5769	KNG1	ENSG00000113889	appendix	lymphoid tissue	Not detected	Enhanced
5770	KNG1	ENSG00000113889	bone marrow	hematopoietic cells	Not detected	Enhanced
5771	KNG1	ENSG00000113889	breast	adipocytes	Not detected	Enhanced
5772	KNG1	ENSG00000113889	breast	glandular cells	Not detected	Enhanced
5773	KNG1	ENSG00000113889	breast	myoepithelial cells	Not detected	Enhanced
5774	KNG1	ENSG00000113889	bronchus	respiratory epithelial cells	Not detected	Enhanced
5775	KNG1	ENSG00000113889	caudate	glial cells	Not detected	Enhanced
5776	KNG1	ENSG00000113889	caudate	neuronal cells	Not detected	Enhanced
5777	KNG1	ENSG00000113889	cerebellum	cells in granular layer	Not detected	Enhanced
5778	KNG1	ENSG00000113889	cerebellum	cells in molecular layer	Not detected	Enhanced
5779	KNG1	ENSG00000113889	cerebellum	Purkinje cells	Not detected	Enhanced
5780	KNG1	ENSG00000113889	cerebral cortex	endothelial cells	Not detected	Enhanced
5781	KNG1	ENSG00000113889	cerebral cortex	glial cells	Not detected	Enhanced
5782	KNG1	ENSG00000113889	cerebral cortex	neuronal cells	Not detected	Enhanced
5783	KNG1	ENSG00000113889	cerebral cortex	neuropil	Not detected	Enhanced
5784	KNG1	ENSG00000113889	cervix, uterine	glandular cells	Not detected	Enhanced
5785	KNG1	ENSG00000113889	cervix, uterine	squamous epithelial cells	Not detected	Enhanced
5786	KNG1	ENSG00000113889	colon	endothelial cells	Not detected	Enhanced
5787	KNG1	ENSG00000113889	colon	glandular cells	Not detected	Enhanced
5788	KNG1	ENSG00000113889	colon	peripheral nerve/ganglion	Not detected	Enhanced
5789	KNG1	ENSG00000113889	duodenum	glandular cells	Not detected	Enhanced
5790	KNG1	ENSG00000113889	endometrium 1	cells in endometrial stroma	Medium	Enhanced
5791	KNG1	ENSG00000113889	endometrium 1	glandular cells	Not detected	Enhanced
5792	KNG1	ENSG00000113889	endometrium 2	cells in endometrial stroma	Not detected	Enhanced
5793	KNG1	ENSG00000113889	endometrium 2	glandular cells	Not detected	Enhanced
5794	KNG1	ENSG00000113889	epididymis	glandular cells	Not detected	Enhanced
5795	KNG1	ENSG00000113889	esophagus	squamous epithelial cells	Not detected	Enhanced
5796	KNG1	ENSG00000113889	fallopian tube	glandular cells	Not detected	Enhanced
5797	KNG1	ENSG00000113889	gallbladder	glandular cells	Not detected	Enhanced
5798	KNG1	ENSG00000113889	heart muscle	cardiomyocytes	Not detected	Enhanced
5799	KNG1	ENSG00000113889	hippocampus	glial cells	Not detected	Enhanced
5800	KNG1	ENSG00000113889	hippocampus	neuronal cells	Not detected	Enhanced
5801	KNG1	ENSG00000113889	kidney	cells in glomeruli	Medium	Enhanced
5802	KNG1	ENSG00000113889	kidney	cells in tubules	High	Enhanced
5803	KNG1	ENSG00000113889	liver	cholangiocytes	Not detected	Enhanced
5804	KNG1	ENSG00000113889	liver	hepatocytes	Low	Enhanced
5805	KNG1	ENSG00000113889	lung	alveolar cells	Not detected	Enhanced
5806	KNG1	ENSG00000113889	lung	macrophages	Not detected	Enhanced
5807	KNG1	ENSG00000113889	lymph node	germinal center cells	Not detected	Enhanced
5808	KNG1	ENSG00000113889	lymph node	non-germinal center cells	Not detected	Enhanced
5809	KNG1	ENSG00000113889	nasopharynx	respiratory epithelial cells	Not detected	Enhanced
5810	KNG1	ENSG00000113889	oral mucosa	squamous epithelial cells	Not detected	Enhanced
5811	KNG1	ENSG00000113889	ovary	follicle cells	Not detected	Enhanced
5812	KNG1	ENSG00000113889	ovary	ovarian stroma cells	Not detected	Enhanced
5813	KNG1	ENSG00000113889	pancreas	exocrine glandular cells	Not detected	Enhanced
5814	KNG1	ENSG00000113889	pancreas	pancreatic endocrine cells	Not detected	Enhanced
5815	KNG1	ENSG00000113889	parathyroid gland	glandular cells	Low	Enhanced
5816	KNG1	ENSG00000113889	placenta	decidual cells	Not detected	Enhanced
5817	KNG1	ENSG00000113889	placenta	trophoblastic cells	Not detected	Enhanced
5818	KNG1	ENSG00000113889	prostate	glandular cells	Not detected	Enhanced
5819	KNG1	ENSG00000113889	rectum	glandular cells	Not detected	Enhanced
5820	KNG1	ENSG00000113889	salivary gland	glandular cells	Not detected	Enhanced
5821	KNG1	ENSG00000113889	seminal vesicle	glandular cells	Not detected	Enhanced
5822	KNG1	ENSG00000113889	skeletal muscle	myocytes	Not detected	Enhanced
5823	KNG1	ENSG00000113889	skin 1	fibroblasts	Not detected	Enhanced
5824	KNG1	ENSG00000113889	skin 1	keratinocytes	Not detected	Enhanced
5825	KNG1	ENSG00000113889	skin 1	Langerhans	Not detected	Enhanced
5826	KNG1	ENSG00000113889	skin 1	melanocytes	Not detected	Enhanced
5827	KNG1	ENSG00000113889	skin 2	epidermal cells	Not detected	Enhanced
5828	KNG1	ENSG00000113889	small intestine	glandular cells	Not detected	Enhanced
5829	KNG1	ENSG00000113889	smooth muscle	smooth muscle cells	Not detected	Enhanced
5830	KNG1	ENSG00000113889	soft tissue 1	chondrocytes	Not detected	Enhanced
5831	KNG1	ENSG00000113889	soft tissue 1	fibroblasts	Not detected	Enhanced
5832	KNG1	ENSG00000113889	soft tissue 1	peripheral nerve	Not detected	Enhanced
5833	KNG1	ENSG00000113889	soft tissue 2	fibroblasts	Not detected	Enhanced
5834	KNG1	ENSG00000113889	spleen	cells in red pulp	Not detected	Enhanced
5835	KNG1	ENSG00000113889	spleen	cells in white pulp	Not detected	Enhanced
5836	KNG1	ENSG00000113889	stomach 1	glandular cells	Low	Enhanced
5837	KNG1	ENSG00000113889	stomach 2	glandular cells	Not detected	Enhanced
5838	KNG1	ENSG00000113889	testis	cells in seminiferous ducts	Not detected	Enhanced
5839	KNG1	ENSG00000113889	testis	Leydig cells	Not detected	Enhanced
5840	KNG1	ENSG00000113889	thyroid gland	glandular cells	Not detected	Enhanced
5841	KNG1	ENSG00000113889	tonsil	germinal center cells	Not detected	Enhanced
5842	KNG1	ENSG00000113889	tonsil	non-germinal center cells	Not detected	Enhanced
5843	KNG1	ENSG00000113889	tonsil	squamous epithelial cells	Not detected	Enhanced
5844	KNG1	ENSG00000113889	urinary bladder	urothelial cells	Medium	Enhanced
5845	KNG1	ENSG00000113889	vagina	squamous epithelial cells	Low	Enhanced
5846	STUB1	ENSG00000103266	adipose tissue	adipocytes	Medium	Enhanced
5847	STUB1	ENSG00000103266	adrenal gland	glandular cells	High	Enhanced
5848	STUB1	ENSG00000103266	appendix	glandular cells	Low	Enhanced
5849	STUB1	ENSG00000103266	appendix	lymphoid tissue	Not detected	Enhanced
5850	STUB1	ENSG00000103266	bone marrow	hematopoietic cells	Low	Enhanced
5851	STUB1	ENSG00000103266	breast	adipocytes	Medium	Enhanced
5852	STUB1	ENSG00000103266	breast	glandular cells	High	Enhanced
5853	STUB1	ENSG00000103266	breast	myoepithelial cells	Low	Enhanced
5854	STUB1	ENSG00000103266	bronchus	respiratory epithelial cells	High	Enhanced
5855	STUB1	ENSG00000103266	caudate	glial cells	Not detected	Enhanced
5856	STUB1	ENSG00000103266	caudate	neuronal cells	Low	Enhanced
5857	STUB1	ENSG00000103266	cerebellum	cells in granular layer	Medium	Enhanced
5858	STUB1	ENSG00000103266	cerebellum	cells in molecular layer	Not detected	Enhanced
5859	STUB1	ENSG00000103266	cerebellum	Purkinje cells	Medium	Enhanced
5860	STUB1	ENSG00000103266	cerebral cortex	endothelial cells	Not detected	Enhanced
5861	STUB1	ENSG00000103266	cerebral cortex	glial cells	Low	Enhanced
5862	STUB1	ENSG00000103266	cerebral cortex	neuronal cells	Medium	Enhanced
5863	STUB1	ENSG00000103266	cerebral cortex	neuropil	Low	Enhanced
5864	STUB1	ENSG00000103266	cervix, uterine	glandular cells	Medium	Enhanced
5865	STUB1	ENSG00000103266	cervix, uterine	squamous epithelial cells	Not detected	Enhanced
5866	STUB1	ENSG00000103266	colon	endothelial cells	Not detected	Enhanced
5867	STUB1	ENSG00000103266	colon	glandular cells	Medium	Enhanced
5868	STUB1	ENSG00000103266	colon	peripheral nerve/ganglion	Medium	Enhanced
5869	STUB1	ENSG00000103266	duodenum	glandular cells	Medium	Enhanced
5870	STUB1	ENSG00000103266	endometrium 1	cells in endometrial stroma	Not detected	Enhanced
5871	STUB1	ENSG00000103266	endometrium 1	glandular cells	High	Enhanced
5872	STUB1	ENSG00000103266	endometrium 2	cells in endometrial stroma	Not detected	Enhanced
5873	STUB1	ENSG00000103266	endometrium 2	glandular cells	High	Enhanced
5874	STUB1	ENSG00000103266	epididymis	glandular cells	High	Enhanced
5875	STUB1	ENSG00000103266	esophagus	squamous epithelial cells	Low	Enhanced
5876	STUB1	ENSG00000103266	fallopian tube	glandular cells	High	Enhanced
5877	STUB1	ENSG00000103266	gallbladder	glandular cells	High	Enhanced
5878	STUB1	ENSG00000103266	heart muscle	cardiomyocytes	Low	Enhanced
5879	STUB1	ENSG00000103266	hippocampus	glial cells	Not detected	Enhanced
5880	STUB1	ENSG00000103266	hippocampus	neuronal cells	Medium	Enhanced
5881	STUB1	ENSG00000103266	kidney	cells in glomeruli	Not detected	Enhanced
5882	STUB1	ENSG00000103266	kidney	cells in tubules	High	Enhanced
5883	STUB1	ENSG00000103266	liver	cholangiocytes	Medium	Enhanced
5884	STUB1	ENSG00000103266	liver	hepatocytes	Low	Enhanced
5885	STUB1	ENSG00000103266	lung	alveolar cells	Low	Enhanced
5886	STUB1	ENSG00000103266	lung	macrophages	Low	Enhanced
5887	STUB1	ENSG00000103266	lymph node	germinal center cells	Low	Enhanced
5888	STUB1	ENSG00000103266	lymph node	non-germinal center cells	Not detected	Enhanced
5889	STUB1	ENSG00000103266	nasopharynx	respiratory epithelial cells	High	Enhanced
5890	STUB1	ENSG00000103266	oral mucosa	squamous epithelial cells	Low	Enhanced
5891	STUB1	ENSG00000103266	ovary	follicle cells	High	Enhanced
5892	STUB1	ENSG00000103266	ovary	ovarian stroma cells	Not detected	Enhanced
5893	STUB1	ENSG00000103266	pancreas	exocrine glandular cells	Low	Enhanced
5894	STUB1	ENSG00000103266	pancreas	pancreatic endocrine cells	Not detected	Enhanced
5895	STUB1	ENSG00000103266	parathyroid gland	glandular cells	Low	Enhanced
5896	STUB1	ENSG00000103266	placenta	decidual cells	Medium	Enhanced
5897	STUB1	ENSG00000103266	placenta	trophoblastic cells	High	Enhanced
5898	STUB1	ENSG00000103266	prostate	glandular cells	Medium	Enhanced
5899	STUB1	ENSG00000103266	rectum	glandular cells	Medium	Enhanced
